,value,split,value_feature
537,59,0,96 64 67 54 76 58 50 53 59 64
538,38,0,64 67 54 76 58 50 53 59 64 59
539,41,0,67 54 76 58 50 53 59 64 59 38
540,56,0,54 76 58 50 53 59 64 59 38 41
541,60,0,76 58 50 53 59 64 59 38 41 56
542,65,0,58 50 53 59 64 59 38 41 56 60
543,67,0,50 53 59 64 59 38 41 56 60 65
544,52,0,53 59 64 59 38 41 56 60 65 67
545,68,0,59 64 59 38 41 56 60 65 67 52
546,72,0,64 59 38 41 56 60 65 67 52 68
547,48,0,59 38 41 56 60 65 67 52 68 72
548,53,0,38 41 56 60 65 67 52 68 72 48
549,47,0,41 56 60 65 67 52 68 72 48 53
550,43,0,56 60 65 67 52 68 72 48 53 47
551,70,0,60 65 67 52 68 72 48 53 47 43
552,50,0,65 67 52 68 72 48 53 47 43 70
553,62,0,67 52 68 72 48 53 47 43 70 50
554,70,0,52 68 72 48 53 47 43 70 50 62
555,62,0,68 72 48 53 47 43 70 50 62 70
556,70,0,72 48 53 47 43 70 50 62 70 62
557,47,0,48 53 47 43 70 50 62 70 62 70
558,53,0,53 47 43 70 50 62 70 62 70 47
559,42,0,47 43 70 50 62 70 62 70 47 53
560,46,0,43 70 50 62 70 62 70 47 53 42
561,39,0,70 50 62 70 62 70 47 53 42 46
562,36,0,50 62 70 62 70 47 53 42 46 39
563,29,0,62 70 62 70 47 53 42 46 39 36
564,56,0,70 62 70 47 53 42 46 39 36 29
565,52,0,62 70 47 53 42 46 39 36 29 56
566,36,0,70 47 53 42 46 39 36 29 56 52
567,38,0,47 53 42 46 39 36 29 56 52 36
568,42,0,53 42 46 39 36 29 56 52 36 38
569,43,0,42 46 39 36 29 56 52 36 38 42
570,50,0,46 39 36 29 56 52 36 38 42 43
571,41,0,39 36 29 56 52 36 38 42 43 50
572,41,0,36 29 56 52 36 38 42 43 50 41
573,45,0,29 56 52 36 38 42 43 50 41 41
574,29,0,56 52 36 38 42 43 50 41 41 45
575,38,0,52 36 38 42 43 50 41 41 45 29
576,37,0,36 38 42 43 50 41 41 45 29 38
577,37,0,38 42 43 50 41 41 45 29 38 37
578,29,0,42 43 50 41 41 45 29 38 37 37
579,37,0,43 50 41 41 45 29 38 37 37 29
580,41,0,50 41 41 45 29 38 37 37 29 37
581,53,0,41 41 45 29 38 37 37 29 37 41
582,115,0,41 45 29 38 37 37 29 37 41 53
583,52,0,45 29 38 37 37 29 37 41 53 115
584,67,0,29 38 37 37 29 37 41 53 115 52
585,56,0,38 37 37 29 37 41 53 115 52 67
586,49,0,37 37 29 37 41 53 115 52 67 56
587,54,0,37 29 37 41 53 115 52 67 56 49
588,51,0,29 37 41 53 115 52 67 56 49 54
589,43,0,37 41 53 115 52 67 56 49 54 51
590,76,0,41 53 115 52 67 56 49 54 51 43
591,91,0,53 115 52 67 56 49 54 51 43 76
592,46,0,115 52 67 56 49 54 51 43 76 91
593,42,0,52 67 56 49 54 51 43 76 91 46
594,48,0,67 56 49 54 51 43 76 91 46 42
595,49,0,56 49 54 51 43 76 91 46 42 48
596,49,0,49 54 51 43 76 91 46 42 48 49
597,39,0,54 51 43 76 91 46 42 48 49 49
598,69,0,51 43 76 91 46 42 48 49 49 39
599,73,0,43 76 91 46 42 48 49 49 39 69
600,51,0,76 91 46 42 48 49 49 39 69 73
601,29,0,91 46 42 48 49 49 39 69 73 51
602,41,0,46 42 48 49 49 39 69 73 51 29
603,54,0,42 48 49 49 39 69 73 51 29 41
604,30,0,48 49 49 39 69 73 51 29 41 54
605,31,0,49 49 39 69 73 51 29 41 54 30
606,44,0,49 39 69 73 51 29 41 54 30 31
607,43,0,39 69 73 51 29 41 54 30 31 44
608,28,0,69 73 51 29 41 54 30 31 44 43
609,42,0,73 51 29 41 54 30 31 44 43 28
610,33,0,51 29 41 54 30 31 44 43 28 42
611,60,0,29 41 54 30 31 44 43 28 42 33
612,46,0,41 54 30 31 44 43 28 42 33 60
613,41,0,54 30 31 44 43 28 42 33 60 46
614,42,0,30 31 44 43 28 42 33 60 46 41
615,39,0,31 44 43 28 42 33 60 46 41 42
616,45,0,44 43 28 42 33 60 46 41 42 39
617,41,0,43 28 42 33 60 46 41 42 39 45
618,63,0,28 42 33 60 46 41 42 39 45 41
619,44,0,42 33 60 46 41 42 39 45 41 63
620,45,0,33 60 46 41 42 39 45 41 63 44
621,33,0,60 46 41 42 39 45 41 63 44 45
622,40,0,46 41 42 39 45 41 63 44 45 33
623,45,0,41 42 39 45 41 63 44 45 33 40
624,67,0,42 39 45 41 63 44 45 33 40 45
625,45,0,39 45 41 63 44 45 33 40 45 67
626,62,0,45 41 63 44 45 33 40 45 67 45
627,71,0,41 63 44 45 33 40 45 67 45 62
628,47,0,63 44 45 33 40 45 67 45 62 71
629,81,0,44 45 33 40 45 67 45 62 71 47
630,72,0,45 33 40 45 67 45 62 71 47 81
631,78,0,33 40 45 67 45 62 71 47 81 72
632,63,0,40 45 67 45 62 71 47 81 72 78
633,68,0,45 67 45 62 71 47 81 72 78 63
634,50,0,67 45 62 71 47 81 72 78 63 68
635,35,0,45 62 71 47 81 72 78 63 68 50
636,72,0,62 71 47 81 72 78 63 68 50 35
637,44,0,71 47 81 72 78 63 68 50 35 72
638,43,0,47 81 72 78 63 68 50 35 72 44
639,41,0,81 72 78 63 68 50 35 72 44 43
640,52,0,72 78 63 68 50 35 72 44 43 41
641,47,0,78 63 68 50 35 72 44 43 41 52
642,49,0,63 68 50 35 72 44 43 41 52 47
643,29,0,68 50 35 72 44 43 41 52 47 49
644,38,0,50 35 72 44 43 41 52 47 49 29
645,48,0,35 72 44 43 41 52 47 49 29 38
646,60,0,72 44 43 41 52 47 49 29 38 48
647,46,0,44 43 41 52 47 49 29 38 48 60
648,68,0,43 41 52 47 49 29 38 48 60 46
649,66,0,41 52 47 49 29 38 48 60 46 68
650,67,0,52 47 49 29 38 48 60 46 68 66
651,72,0,47 49 29 38 48 60 46 68 66 67
652,70,0,49 29 38 48 60 46 68 66 67 72
653,98,0,29 38 48 60 46 68 66 67 72 70
654,77,0,38 48 60 46 68 66 67 72 70 98
655,66,0,48 60 46 68 66 67 72 70 98 77
656,52,0,60 46 68 66 67 72 70 98 77 66
657,38,0,46 68 66 67 72 70 98 77 66 52
658,44,0,68 66 67 72 70 98 77 66 52 38
659,84,0,66 67 72 70 98 77 66 52 38 44
660,68,0,67 72 70 98 77 66 52 38 44 84
661,27,0,72 70 98 77 66 52 38 44 84 68
662,42,0,70 98 77 66 52 38 44 84 68 27
663,34,0,98 77 66 52 38 44 84 68 27 42
664,34,0,77 66 52 38 44 84 68 27 42 34
665,56,0,66 52 38 44 84 68 27 42 34 34
666,51,0,52 38 44 84 68 27 42 34 34 56
667,22,0,38 44 84 68 27 42 34 34 56 51
668,36,0,44 84 68 27 42 34 34 56 51 22
669,52,0,84 68 27 42 34 34 56 51 22 36
670,42,0,68 27 42 34 34 56 51 22 36 52
671,46,0,27 42 34 34 56 51 22 36 52 42
672,35,0,42 34 34 56 51 22 36 52 42 46
673,32,0,34 34 56 51 22 36 52 42 46 35
674,33,0,34 56 51 22 36 52 42 46 35 32
675,33,0,56 51 22 36 52 42 46 35 32 33
676,44,0,51 22 36 52 42 46 35 32 33 33
677,45,0,22 36 52 42 46 35 32 33 33 44
678,26,0,36 52 42 46 35 32 33 33 44 45
679,25,0,52 42 46 35 32 33 33 44 45 26
680,35,0,42 46 35 32 33 33 44 45 26 25
681,25,0,46 35 32 33 33 44 45 26 25 35
682,21,0,35 32 33 33 44 45 26 25 35 25
683,29,0,32 33 33 44 45 26 25 35 25 21
684,30,0,33 33 44 45 26 25 35 25 21 29
685,24,0,33 44 45 26 25 35 25 21 29 30
686,18,0,44 45 26 25 35 25 21 29 30 24
687,32,0,45 26 25 35 25 21 29 30 24 18
688,22,0,26 25 35 25 21 29 30 24 18 32
689,15,0,25 35 25 21 29 30 24 18 32 22
690,33,0,35 25 21 29 30 24 18 32 22 15
691,23,0,25 21 29 30 24 18 32 22 15 33
692,22,0,21 29 30 24 18 32 22 15 33 23
693,10,0,29 30 24 18 32 22 15 33 23 22
694,23,0,30 24 18 32 22 15 33 23 22 10
695,28,0,24 18 32 22 15 33 23 22 10 23
696,18,0,18 32 22 15 33 23 22 10 23 28
697,18,0,32 22 15 33 23 22 10 23 28 18
698,23,0,22 15 33 23 22 10 23 28 18 18
699,27,0,15 33 23 22 10 23 28 18 18 23
700,25,0,33 23 22 10 23 28 18 18 23 27
701,18,0,23 22 10 23 28 18 18 23 27 25
702,27,0,22 10 23 28 18 18 23 27 25 18
703,35,0,10 23 28 18 18 23 27 25 18 27
704,35,0,23 28 18 18 23 27 25 18 27 35
705,30,0,28 18 18 23 27 25 18 27 35 35
706,25,0,18 18 23 27 25 18 27 35 35 30
707,27,0,18 23 27 25 18 27 35 35 30 25
708,36,0,23 27 25 18 27 35 35 30 25 27
709,20,0,27 25 18 27 35 35 30 25 27 36
710,22,0,25 18 27 35 35 30 25 27 36 20
711,34,0,18 27 35 35 30 25 27 36 20 22
712,33,0,27 35 35 30 25 27 36 20 22 34
713,37,0,35 35 30 25 27 36 20 22 34 33
714,40,0,35 30 25 27 36 20 22 34 33 37
715,43,0,30 25 27 36 20 22 34 33 37 40
716,48,0,25 27 36 20 22 34 33 37 40 43
717,25,0,27 36 20 22 34 33 37 40 43 48
718,33,0,36 20 22 34 33 37 40 43 48 25
719,38,0,20 22 34 33 37 40 43 48 25 33
720,247,0,22 34 33 37 40 43 48 25 33 38
721,34,0,34 33 37 40 43 48 25 33 38 247
722,42,0,33 37 40 43 48 25 33 38 247 34
723,38,0,37 40 43 48 25 33 38 247 34 42
724,54,0,40 43 48 25 33 38 247 34 42 38
725,32,0,43 48 25 33 38 247 34 42 38 54
726,22,0,48 25 33 38 247 34 42 38 54 32
727,36,0,25 33 38 247 34 42 38 54 32 22
728,51,0,33 38 247 34 42 38 54 32 22 36
729,50,0,38 247 34 42 38 54 32 22 36 51
730,45,0,247 34 42 38 54 32 22 36 51 50
731,24,0,34 42 38 54 32 22 36 51 50 45
732,29,0,42 38 54 32 22 36 51 50 45 24
733,39,0,38 54 32 22 36 51 50 45 24 29
734,25,0,54 32 22 36 51 50 45 24 29 39
735,37,0,32 22 36 51 50 45 24 29 39 25
736,26,0,22 36 51 50 45 24 29 39 25 37
737,37,0,36 51 50 45 24 29 39 25 37 26
738,37,0,51 50 45 24 29 39 25 37 26 37
739,27,0,50 45 24 29 39 25 37 26 37 37
740,39,0,45 24 29 39 25 37 26 37 37 27
741,35,0,24 29 39 25 37 26 37 37 27 39
742,72,0,29 39 25 37 26 37 37 27 39 35
743,40,0,39 25 37 26 37 37 27 39 35 72
744,42,0,25 37 26 37 37 27 39 35 72 40
745,39,0,37 26 37 37 27 39 35 72 40 42
746,37,0,26 37 37 27 39 35 72 40 42 39
747,49,0,37 37 27 39 35 72 40 42 39 37
748,40,0,37 27 39 35 72 40 42 39 37 49
749,41,0,27 39 35 72 40 42 39 37 49 40
750,41,0,39 35 72 40 42 39 37 49 40 41
751,49,0,35 72 40 42 39 37 49 40 41 41
752,64,0,72 40 42 39 37 49 40 41 41 49
753,41,0,40 42 39 37 49 40 41 41 49 64
754,31,0,42 39 37 49 40 41 41 49 64 41
755,49,0,39 37 49 40 41 41 49 64 41 31
756,48,0,37 49 40 41 41 49 64 41 31 49
757,47,0,49 40 41 41 49 64 41 31 49 48
758,33,0,40 41 41 49 64 41 31 49 48 47
759,38,0,41 41 49 64 41 31 49 48 47 33
760,32,0,41 49 64 41 31 49 48 47 33 38
761,30,0,49 64 41 31 49 48 47 33 38 32
762,49,0,64 41 31 49 48 47 33 38 32 30
763,49,0,41 31 49 48 47 33 38 32 30 49
764,43,0,31 49 48 47 33 38 32 30 49 49
765,49,0,49 48 47 33 38 32 30 49 49 43
766,44,0,48 47 33 38 32 30 49 49 43 49
767,66,0,47 33 38 32 30 49 49 43 49 44
768,51,0,33 38 32 30 49 49 43 49 44 66
769,35,0,38 32 30 49 49 43 49 44 66 51
770,57,0,32 30 49 49 43 49 44 66 51 35
771,74,0,30 49 49 43 49 44 66 51 35 57
772,57,0,49 49 43 49 44 66 51 35 57 74
773,57,0,49 43 49 44 66 51 35 57 74 57
774,49,0,43 49 44 66 51 35 57 74 57 57
775,56,0,49 44 66 51 35 57 74 57 57 49
776,39,0,44 66 51 35 57 74 57 57 49 56
777,25,0,66 51 35 57 74 57 57 49 56 39
778,42,0,51 35 57 74 57 57 49 56 39 25
779,39,0,35 57 74 57 57 49 56 39 25 42
780,36,0,57 74 57 57 49 56 39 25 42 39
781,46,0,74 57 57 49 56 39 25 42 39 36
782,43,0,57 57 49 56 39 25 42 39 36 46
783,39,0,57 49 56 39 25 42 39 36 46 43
784,44,0,49 56 39 25 42 39 36 46 43 39
785,38,0,56 39 25 42 39 36 46 43 39 44
786,58,0,39 25 42 39 36 46 43 39 44 38
787,63,0,25 42 39 36 46 43 39 44 38 58
788,62,0,42 39 36 46 43 39 44 38 58 63
789,51,0,39 36 46 43 39 44 38 58 63 62
790,57,0,36 46 43 39 44 38 58 63 62 51
791,47,0,46 43 39 44 38 58 63 62 51 57
792,38,0,43 39 44 38 58 63 62 51 57 47
793,42,0,39 44 38 58 63 62 51 57 47 38
794,54,0,44 38 58 63 62 51 57 47 38 42
795,67,0,38 58 63 62 51 57 47 38 42 54
796,47,0,58 63 62 51 57 47 38 42 54 67
797,49,0,63 62 51 57 47 38 42 54 67 47
798,35,0,62 51 57 47 38 42 54 67 47 49
799,37,0,51 57 47 38 42 54 67 47 49 35
800,27,0,57 47 38 42 54 67 47 49 35 37
801,38,0,47 38 42 54 67 47 49 35 37 27
802,47,0,38 42 54 67 47 49 35 37 27 38
803,63,0,42 54 67 47 49 35 37 27 38 47
804,58,0,54 67 47 49 35 37 27 38 47 63
805,65,0,67 47 49 35 37 27 38 47 63 58
806,70,0,47 49 35 37 27 38 47 63 58 65
807,55,0,49 35 37 27 38 47 63 58 65 70
808,43,0,35 37 27 38 47 63 58 65 70 55
809,42,0,37 27 38 47 63 58 65 70 55 43
810,65,0,27 38 47 63 58 65 70 55 43 42
811,61,0,38 47 63 58 65 70 55 43 42 65
812,48,0,47 63 58 65 70 55 43 42 65 61
813,41,0,63 58 65 70 55 43 42 65 61 48
814,62,0,58 65 70 55 43 42 65 61 48 41
815,74,0,65 70 55 43 42 65 61 48 41 62
816,61,0,70 55 43 42 65 61 48 41 62 74
817,51,0,55 43 42 65 61 48 41 62 74 61
818,38,0,43 42 65 61 48 41 62 74 61 51
819,60,0,42 65 61 48 41 62 74 61 51 38
820,67,0,65 61 48 41 62 74 61 51 38 60
821,65,0,61 48 41 62 74 61 51 38 60 67
822,47,0,48 41 62 74 61 51 38 60 67 65
823,43,0,41 62 74 61 51 38 60 67 65 47
824,54,0,62 74 61 51 38 60 67 65 47 43
825,60,0,74 61 51 38 60 67 65 47 43 54
826,49,0,61 51 38 60 67 65 47 43 54 60
827,77,0,51 38 60 67 65 47 43 54 60 49
828,61,0,38 60 67 65 47 43 54 60 49 77
829,46,0,60 67 65 47 43 54 60 49 77 61
830,37,0,67 65 47 43 54 60 49 77 61 46
831,58,0,65 47 43 54 60 49 77 61 46 37
832,54,0,47 43 54 60 49 77 61 46 37 58
833,38,0,43 54 60 49 77 61 46 37 58 54
834,72,0,54 60 49 77 61 46 37 58 54 38
835,62,0,60 49 77 61 46 37 58 54 38 72
836,47,0,49 77 61 46 37 58 54 38 72 62
837,45,0,77 61 46 37 58 54 38 72 62 47
838,43,0,61 46 37 58 54 38 72 62 47 45
839,37,0,46 37 58 54 38 72 62 47 45 43
840,39,0,37 58 54 38 72 62 47 45 43 37
841,56,0,58 54 38 72 62 47 45 43 37 39
842,70,0,54 38 72 62 47 45 43 37 39 56
843,67,0,38 72 62 47 45 43 37 39 56 70
844,64,0,72 62 47 45 43 37 39 56 70 67
845,49,0,62 47 45 43 37 39 56 70 67 64
846,85,0,47 45 43 37 39 56 70 67 64 49
847,73,0,45 43 37 39 56 70 67 64 49 85
848,55,0,43 37 39 56 70 67 64 49 85 73
849,74,0,37 39 56 70 67 64 49 85 73 55
850,55,0,39 56 70 67 64 49 85 73 55 74
851,56,0,56 70 67 64 49 85 73 55 74 55
852,61,0,70 67 64 49 85 73 55 74 55 56
853,58,0,67 64 49 85 73 55 74 55 56 61
854,55,0,64 49 85 73 55 74 55 56 61 58
855,56,0,49 85 73 55 74 55 56 61 58 55
856,56,0,85 73 55 74 55 56 61 58 55 56
857,54,0,73 55 74 55 56 61 58 55 56 56
858,47,0,55 74 55 56 61 58 55 56 56 54
859,43,0,74 55 56 61 58 55 56 56 54 47
860,34,0,55 56 61 58 55 56 56 54 47 43
861,54,0,56 61 58 55 56 56 54 47 43 34
862,51,0,61 58 55 56 56 54 47 43 34 54
863,74,0,58 55 56 56 54 47 43 34 54 51
864,78,0,55 56 56 54 47 43 34 54 51 74
865,104,0,56 56 54 47 43 34 54 51 74 78
866,85,0,56 54 47 43 34 54 51 74 78 104
867,81,0,54 47 43 34 54 51 74 78 104 85
868,59,0,47 43 34 54 51 74 78 104 85 81
869,66,0,43 34 54 51 74 78 104 85 81 59
870,60,0,34 54 51 74 78 104 85 81 59 66
871,66,0,54 51 74 78 104 85 81 59 66 60
872,51,0,51 74 78 104 85 81 59 66 60 66
873,49,0,74 78 104 85 81 59 66 60 66 51
874,59,0,78 104 85 81 59 66 60 66 51 49
875,55,0,104 85 81 59 66 60 66 51 49 59
876,46,0,85 81 59 66 60 66 51 49 59 55
877,45,0,81 59 66 60 66 51 49 59 55 46
878,71,0,59 66 60 66 51 49 59 55 46 45
879,73,0,66 60 66 51 49 59 55 46 45 71
880,39,0,60 66 51 49 59 55 46 45 71 73
881,38,0,66 51 49 59 55 46 45 71 73 39
882,41,0,51 49 59 55 46 45 71 73 39 38
883,46,0,49 59 55 46 45 71 73 39 38 41
884,35,0,59 55 46 45 71 73 39 38 41 46
885,28,0,55 46 45 71 73 39 38 41 46 35
886,30,0,46 45 71 73 39 38 41 46 35 28
887,26,0,45 71 73 39 38 41 46 35 28 30
888,53,0,71 73 39 38 41 46 35 28 30 26
889,39,0,73 39 38 41 46 35 28 30 26 53
890,53,0,39 38 41 46 35 28 30 26 53 39
891,43,0,38 41 46 35 28 30 26 53 39 53
892,62,0,41 46 35 28 30 26 53 39 53 43
893,72,0,46 35 28 30 26 53 39 53 43 62
894,58,0,35 28 30 26 53 39 53 43 62 72
895,54,0,28 30 26 53 39 53 43 62 72 58
896,43,0,30 26 53 39 53 43 62 72 58 54
897,44,0,26 53 39 53 43 62 72 58 54 43
898,55,0,53 39 53 43 62 72 58 54 43 44
899,53,0,39 53 43 62 72 58 54 43 44 55
900,38,0,53 43 62 72 58 54 43 44 55 53
901,42,0,43 62 72 58 54 43 44 55 53 38
902,50,0,62 72 58 54 43 44 55 53 38 42
903,30,0,72 58 54 43 44 55 53 38 42 50
904,51,0,58 54 43 44 55 53 38 42 50 30
905,63,0,54 43 44 55 53 38 42 50 30 51
906,66,0,43 44 55 53 38 42 50 30 51 63
907,55,0,44 55 53 38 42 50 30 51 63 66
908,61,0,55 53 38 42 50 30 51 63 66 55
909,64,0,53 38 42 50 30 51 63 66 55 61
910,51,0,38 42 50 30 51 63 66 55 61 64
911,54,0,42 50 30 51 63 66 55 61 64 51
912,55,0,50 30 51 63 66 55 61 64 51 54
913,37,0,30 51 63 66 55 61 64 51 54 55
914,46,0,51 63 66 55 61 64 51 54 55 37
915,49,0,63 66 55 61 64 51 54 55 37 46
916,47,0,66 55 61 64 51 54 55 37 46 49
917,49,0,55 61 64 51 54 55 37 46 49 47
918,25,0,61 64 51 54 55 37 46 49 47 49
919,47,0,64 51 54 55 37 46 49 47 49 25
920,45,0,51 54 55 37 46 49 47 49 25 47
921,60,0,54 55 37 46 49 47 49 25 47 45
922,48,0,55 37 46 49 47 49 25 47 45 60
923,45,0,37 46 49 47 49 25 47 45 60 48
924,36,0,46 49 47 49 25 47 45 60 48 45
925,55,0,49 47 49 25 47 45 60 48 45 36
926,39,0,47 49 25 47 45 60 48 45 36 55
927,57,0,49 25 47 45 60 48 45 36 55 39
928,53,0,25 47 45 60 48 45 36 55 39 57
929,38,0,47 45 60 48 45 36 55 39 57 53
930,59,0,45 60 48 45 36 55 39 57 53 38
931,42,0,60 48 45 36 55 39 57 53 38 59
932,41,0,48 45 36 55 39 57 53 38 59 42
933,42,0,45 36 55 39 57 53 38 59 42 41
934,38,0,36 55 39 57 53 38 59 42 41 42
935,41,0,55 39 57 53 38 59 42 41 42 38
936,43,0,39 57 53 38 59 42 41 42 38 41
937,53,0,57 53 38 59 42 41 42 38 41 43
938,48,0,53 38 59 42 41 42 38 41 43 53
939,48,0,38 59 42 41 42 38 41 43 53 48
940,46,0,59 42 41 42 38 41 43 53 48 48
941,55,0,42 41 42 38 41 43 53 48 48 46
942,36,0,41 42 38 41 43 53 48 48 46 55
943,31,0,42 38 41 43 53 48 48 46 55 36
944,34,0,38 41 43 53 48 48 46 55 36 31
945,44,0,41 43 53 48 48 46 55 36 31 34
946,29,0,43 53 48 48 46 55 36 31 34 44
947,47,0,53 48 48 46 55 36 31 34 44 29
948,43,0,48 48 46 55 36 31 34 44 29 47
949,54,0,48 46 55 36 31 34 44 29 47 43
950,49,0,46 55 36 31 34 44 29 47 43 54
951,39,0,55 36 31 34 44 29 47 43 54 49
952,31,0,36 31 34 44 29 47 43 54 49 39
953,35,0,31 34 44 29 47 43 54 49 39 31
954,19,0,34 44 29 47 43 54 49 39 31 35
955,29,0,44 29 47 43 54 49 39 31 35 19
956,38,0,29 47 43 54 49 39 31 35 19 29
957,31,0,47 43 54 49 39 31 35 19 29 38
958,27,0,43 54 49 39 31 35 19 29 38 31
959,27,0,54 49 39 31 35 19 29 38 31 27
960,28,0,49 39 31 35 19 29 38 31 27 27
961,36,0,39 31 35 19 29 38 31 27 27 28
962,24,0,31 35 19 29 38 31 27 27 28 36
963,25,0,35 19 29 38 31 27 27 28 36 24
964,40,0,19 29 38 31 27 27 28 36 24 25
965,32,0,29 38 31 27 27 28 36 24 25 40
966,39,0,38 31 27 27 28 36 24 25 40 32
967,19,0,31 27 27 28 36 24 25 40 32 39
968,17,0,27 27 28 36 24 25 40 32 39 19
969,29,0,27 28 36 24 25 40 32 39 19 17
970,36,0,28 36 24 25 40 32 39 19 17 29
971,51,0,36 24 25 40 32 39 19 17 29 36
972,48,0,24 25 40 32 39 19 17 29 36 51
973,38,0,25 40 32 39 19 17 29 36 51 48
974,28,0,40 32 39 19 17 29 36 51 48 38
975,21,0,32 39 19 17 29 36 51 48 38 28
976,27,0,39 19 17 29 36 51 48 38 28 21
977,18,0,19 17 29 36 51 48 38 28 21 27
978,32,0,17 29 36 51 48 38 28 21 27 18
979,26,0,29 36 51 48 38 28 21 27 18 32
980,12,0,36 51 48 38 28 21 27 18 32 26
981,35,0,51 48 38 28 21 27 18 32 26 12
982,30,0,48 38 28 21 27 18 32 26 12 35
983,21,0,38 28 21 27 18 32 26 12 35 30
984,19,0,28 21 27 18 32 26 12 35 30 21
985,28,0,21 27 18 32 26 12 35 30 21 19
986,26,0,27 18 32 26 12 35 30 21 19 28
987,14,0,18 32 26 12 35 30 21 19 28 26
988,26,0,32 26 12 35 30 21 19 28 26 14
989,23,0,26 12 35 30 21 19 28 26 14 26
990,13,0,12 35 30 21 19 28 26 14 26 23
991,39,0,35 30 21 19 28 26 14 26 23 13
992,45,0,30 21 19 28 26 14 26 23 13 39
993,46,0,21 19 28 26 14 26 23 13 39 45
994,29,0,19 28 26 14 26 23 13 39 45 46
995,17,0,28 26 14 26 23 13 39 45 46 29
996,22,0,26 14 26 23 13 39 45 46 29 17
997,36,0,14 26 23 13 39 45 46 29 17 22
998,23,0,26 23 13 39 45 46 29 17 22 36
999,20,0,23 13 39 45 46 29 17 22 36 23
1000,26,0,13 39 45 46 29 17 22 36 23 20
1001,19,0,39 45 46 29 17 22 36 23 20 26
1002,49,0,45 46 29 17 22 36 23 20 26 19
1003,48,0,46 29 17 22 36 23 20 26 19 49
1004,30,0,29 17 22 36 23 20 26 19 49 48
1005,26,0,17 22 36 23 20 26 19 49 48 30
1006,34,0,22 36 23 20 26 19 49 48 30 26
1007,45,0,36 23 20 26 19 49 48 30 26 34
1008,28,0,23 20 26 19 49 48 30 26 34 45
1009,37,0,20 26 19 49 48 30 26 34 45 28
1010,42,0,26 19 49 48 30 26 34 45 28 37
1011,34,0,19 49 48 30 26 34 45 28 37 42
1012,50,0,49 48 30 26 34 45 28 37 42 34
1013,25,0,48 30 26 34 45 28 37 42 34 50
1014,29,0,30 26 34 45 28 37 42 34 50 25
1015,28,0,26 34 45 28 37 42 34 50 25 29
1016,42,0,34 45 28 37 42 34 50 25 29 28
1017,33,0,45 28 37 42 34 50 25 29 28 42
1018,20,0,28 37 42 34 50 25 29 28 42 33
1019,28,0,37 42 34 50 25 29 28 42 33 20
1020,30,0,42 34 50 25 29 28 42 33 20 28
1021,35,0,34 50 25 29 28 42 33 20 28 30
1022,29,0,50 25 29 28 42 33 20 28 30 35
1023,56,0,25 29 28 42 33 20 28 30 35 29
1024,45,0,29 28 42 33 20 28 30 35 29 56
1025,21,0,28 42 33 20 28 30 35 29 56 45
1026,24,0,42 33 20 28 30 35 29 56 45 21
1027,40,0,33 20 28 30 35 29 56 45 21 24
1028,34,0,20 28 30 35 29 56 45 21 24 40
1029,36,0,28 30 35 29 56 45 21 24 40 34
1030,31,0,30 35 29 56 45 21 24 40 34 36
1031,32,0,35 29 56 45 21 24 40 34 36 31
1032,49,0,29 56 45 21 24 40 34 36 31 32
1033,40,0,56 45 21 24 40 34 36 31 32 49
1034,65,0,45 21 24 40 34 36 31 32 49 40
1035,47,0,21 24 40 34 36 31 32 49 40 65
1036,40,0,24 40 34 36 31 32 49 40 65 47
1037,36,0,40 34 36 31 32 49 40 65 47 40
1038,48,0,34 36 31 32 49 40 65 47 40 36
1039,23,0,36 31 32 49 40 65 47 40 36 48
1040,53,0,31 32 49 40 65 47 40 36 48 23
1041,63,0,32 49 40 65 47 40 36 48 23 53
1042,39,0,49 40 65 47 40 36 48 23 53 63
1043,54,0,40 65 47 40 36 48 23 53 63 39
1044,58,0,65 47 40 36 48 23 53 63 39 54
1045,44,0,47 40 36 48 23 53 63 39 54 58
1046,28,0,40 36 48 23 53 63 39 54 58 44
1047,30,0,36 48 23 53 63 39 54 58 44 28
1048,32,0,48 23 53 63 39 54 58 44 28 30
1049,47,0,23 53 63 39 54 58 44 28 30 32
1050,38,0,53 63 39 54 58 44 28 30 32 47
1051,31,0,63 39 54 58 44 28 30 32 47 38
1052,44,0,39 54 58 44 28 30 32 47 38 31
1053,55,0,54 58 44 28 30 32 47 38 31 44
1054,69,0,58 44 28 30 32 47 38 31 44 55
1055,50,0,44 28 30 32 47 38 31 44 55 69
1056,58,0,28 30 32 47 38 31 44 55 69 50
1057,62,0,30 32 47 38 31 44 55 69 50 58
1058,80,0,32 47 38 31 44 55 69 50 58 62
1059,79,0,47 38 31 44 55 69 50 58 62 80
1060,58,0,38 31 44 55 69 50 58 62 80 79
1061,51,0,31 44 55 69 50 58 62 80 79 58
1062,50,0,44 55 69 50 58 62 80 79 58 51
1063,54,0,55 69 50 58 62 80 79 58 51 50
1064,52,0,69 50 58 62 80 79 58 51 50 54
1065,63,0,50 58 62 80 79 58 51 50 54 52
1066,57,0,58 62 80 79 58 51 50 54 52 63
1067,76,0,62 80 79 58 51 50 54 52 63 57
1068,65,0,80 79 58 51 50 54 52 63 57 76
1069,57,0,79 58 51 50 54 52 63 57 76 65
1070,54,0,58 51 50 54 52 63 57 76 65 57
1071,60,0,51 50 54 52 63 57 76 65 57 54
